"","...1","seqnames","start","end","width","strand","no.cpgs","min_smoothed_fdr","Stouffer","HMFDR","Fisher","maxdiff","meandiff","overlapping.genes"
"610",610,"17",3827633,3828268,636,"*",6,3.96732201752615e-40,0.00011387768153745,0.00036861798773614,1.18053712591759e-06,-0.321750371051434,-0.105101056336286,"ATP2A3"
"611",611,"10",131348421,131348664,244,"*",3,2.40721029977901e-27,8.00963051486289e-07,0.00039773026175263,1.18112337399832e-06,0.417267816482561,0.206039277979967,"MGMT"
"612",612,"2",219128071,219128715,645,"*",4,2.48215024141441e-26,1.52742323786904e-06,0.00074592218584038,1.20281349362376e-06,-0.279489945231658,-0.146863189933912,"GPBAR1"
"613",613,"4",517638,518315,678,"*",4,1.20451379857959e-40,4.72062409734073e-07,0.00017604632844896,1.20862831462433e-06,-0.237485529355643,-0.111582409181709,"PIGG"
"614",614,"15",91423337,91423574,238,"*",4,6.79144782826742e-54,7.82930232688366e-05,4.29232321172493e-05,1.21417796496672e-06,-0.349706492277953,-0.136304605733547,"FURIN"
"615",615,"17",39041110,39041266,157,"*",4,1.46455159525979e-21,2.80537640853345e-07,0.0016010988052801,1.23891255915074e-06,-0.35321181843917,-0.232917287093251,"KRT20"
"616",616,"10",95848649,95848841,193,"*",4,5.24558801543633e-54,6.85601543047642e-05,4.89601562797111e-05,1.24826722639083e-06,-0.484141687647868,-0.11269992341991,"PLCE1, RP11-429H9.4"
"617",617,"8",143528630,143529821,1192,"*",3,7.78721892116366e-79,6.28539099388077e-06,8.45494960823231e-06,1.25642157112788e-06,-0.216528670688934,-0.118835183237696,NA
"618",618,"11",65244146,65245129,984,"*",6,3.82671892041417e-53,2.70602968727434e-05,8.07063322676251e-05,1.27378574698365e-06,-0.309500945806498,-0.124299115310134,NA
"619",619,"17",61515010,61515708,699,"*",3,2.87535476673192e-45,2.34986860485273e-06,0.00013505957069737,1.27962360332856e-06,-0.203790427092691,-0.130698197023102,"CYB561"
"620",620,"7",130791797,130793732,1936,"*",9,2.6452421055839e-45,0.00020357575696462,0.00016223932625295,1.31580378860991e-06,-0.237368446832149,-0.111131500295957,"LINC-PINT"
"621",621,"17",43198124,43198610,487,"*",4,7.49489222652731e-37,8.48200802551952e-07,0.00013448865238685,1.37494641483108e-06,-0.251972205170103,-0.136329307585144,"PLCD3"
"622",622,"14",69341139,69341738,600,"*",4,4.69277462486515e-99,0.00016404125946563,3.02775104628126e-06,1.37652086053535e-06,-0.371860202021804,-0.126504064124141,"ACTN1"
"623",623,"7",157794519,157795018,500,"*",3,1.72079748100277e-23,4.88853401389996e-07,0.00064704527508556,1.37772833358584e-06,-0.295859651082236,-0.152471764373815,"PTPRN2"
"624",624,"16",15527940,15528488,549,"*",4,8.13726467564224e-31,2.50454046380426e-06,0.00058225176180463,1.39906720189435e-06,-0.268300127271168,-0.114184875913066,"RP11-1021N1.1, C16orf45"
"625",625,"17",2202686,2203333,648,"*",3,3.18143736532773e-39,1.68008905126657e-06,0.00010862554661766,1.40407227760314e-06,-0.243568571844184,-0.128824138933047,"SMG6"
"626",626,"17",79082811,79083905,1095,"*",5,1.62509847580245e-35,3.42855609834006e-06,0.0003595528868641,1.41447107665632e-06,-0.361672824561531,-0.107499286723776,"BAIAP2"
"627",627,"5",180597246,180597642,397,"*",3,2.87607167251981e-52,4.05703531551286e-06,3.53412952118476e-05,1.41856983624013e-06,-0.341034151093594,-0.184662242402322,NA
"628",628,"8",100024465,100025388,924,"*",6,2.98072442538722e-31,2.4833413914986e-05,0.00075968845534881,1.4241042836874e-06,-0.171966934161449,-0.101670152606037,"RP11-410L14.2"
"629",629,"7",1789151,1789648,498,"*",3,1.1023295948641e-120,1.83756834301591e-05,1.62850898167938e-06,1.45650387478978e-06,-0.431075658362314,-0.179294441481894,NA
"630",630,"12",132426017,132426938,922,"*",5,9.58192302732925e-31,9.84114994431091e-06,0.00036054616732267,1.45714828040804e-06,-0.637275494794716,-0.116396893848057,"PUS1"
"631",631,"4",6024855,6024955,101,"*",3,5.75753808292232e-26,8.39585467689766e-07,0.00043683035444914,1.48091389966838e-06,0.459721054806579,0.119196609759549,NA
"632",632,"15",29407792,29408145,354,"*",3,3.82309031975797e-54,9.06000471271442e-06,7.10827742052115e-05,1.50375132958131e-06,-0.424686881706184,-0.163383946404351,"APBA2"
"633",633,"5",1060773,1061721,949,"*",3,2.69685081241145e-30,9.09744662919433e-06,0.00019476675292044,1.51661210493334e-06,-0.340867429741121,-0.156387005739662,"SLC12A7"
"634",634,"11",61283865,61284417,553,"*",5,2.86593796710831e-36,1.05359160427603e-05,0.00024436847720361,1.53051726054953e-06,-0.284282791192527,-0.112720638691688,"SYT7"
"635",635,"19",46799505,46800602,1098,"*",8,4.77084854746584e-25,5.40046464112522e-06,0.00158548088462479,1.53935953052699e-06,-0.385393749076253,-0.100178329679386,"HIF3A"
"636",636,"19",531042,531368,327,"*",3,1.68876500324773e-37,3.33369072185781e-06,0.00013329489015661,1.54228633256101e-06,-0.498291543679646,-0.137285227818338,NA
"637",637,"17",1358505,1359813,1309,"*",5,2.00120360435838e-48,2.80569321507988e-06,0.0001270171367996,1.54444484261293e-06,-0.170836151643678,-0.103626269971297,"CRK"
"638",638,"3",57234840,57235344,505,"*",3,1.2074418071658e-90,2.08984380528522e-05,2.99779602245831e-06,1.54621107111084e-06,-0.503661056353221,-0.188223495046952,"HESX1"
"639",639,"6",28963716,28964249,534,"*",6,6.62110146084996e-41,6.06675714697706e-06,0.00044636472239223,1.55926596492011e-06,0.371536493691026,0.139118948614021,"ZNF311"
"640",640,"8",144550312,144551088,777,"*",5,7.25594557963682e-23,5.95242352621316e-06,0.00254483132969587,1.56663716184587e-06,-0.316814845077292,-0.114384176181334,"ZC3H3"
"641",641,"15",99194431,99195143,713,"*",4,3.68599959330113e-39,6.32978236716715e-06,0.0003096674921882,1.59460789855868e-06,-0.156731077914629,-0.115100820696772,"IGF1R"
"642",642,"12",54396354,54396990,637,"*",3,1.11468316717967e-34,3.84596852992525e-06,0.00020709312585863,1.59616592767277e-06,-0.299109963319605,-0.140450808686979,"RP11-834C11.12, HOXC6, HOXC9"
"643",643,"10",120355139,120355756,618,"*",8,1.89416775060183e-24,6.66315006638652e-07,0.00395342031126334,1.60399679261191e-06,-0.31268647090144,-0.13660376750854,"PRLHR"
"644",644,"11",63591857,63592001,145,"*",3,1.94208080580773e-26,1.1362100165299e-06,0.00040434001324633,1.61558585075287e-06,-0.221893729134975,-0.10670633629328,"C11orf84"
"645",645,"2",127805770,127805910,141,"*",3,4.13343494734884e-30,3.08243297577621e-06,0.00028316869760503,1.61910799725379e-06,-0.194818639807223,-0.105906052843969,"BIN1"
"646",646,"10",118387095,118387518,424,"*",4,8.55345494470312e-41,1.38443957851592e-05,0.00015673325870284,1.63101479603898e-06,-0.346357485534416,-0.11562824710918,"PNLIPRP2"
"647",647,"19",46519228,46519866,639,"*",3,2.4738664097303e-40,0.00046353573255753,9.68597164685773e-05,1.63722649875122e-06,-0.303971133586322,-0.139297369020674,"CCDC61"
"648",648,"17",81038827,81039990,1164,"*",6,1.83847921786632e-58,1.38413505176514e-05,0.0001122423924936,1.6483187489191e-06,-0.382483066363699,-0.164723269883405,"METRNL"
"649",649,"14",75348249,75349155,907,"*",13,1.29495553409575e-42,3.71637374346892e-05,0.00075404655611713,1.65263508233015e-06,-0.325689794199792,-0.105896679472273,"DLST"
"650",650,"8",4848947,4849827,881,"*",4,4.52077658483061e-39,5.00896707032708e-06,0.00030422213055562,1.65272009940149e-06,-0.187833707875792,-0.111338023926136,"CSMD1"
"651",651,"5",112630041,112631052,1012,"*",10,4.07036062542469e-32,2.88818543057005e-06,0.00122538153275278,1.65954467128962e-06,0.353926697765933,0.109940594345557,"MCC"
"652",652,"6",144184358,144184944,587,"*",4,5.73757351132019e-29,1.87942414260352e-06,0.00036917924004876,1.67148668364141e-06,-0.342352910282316,-0.142707371172514,"LTV1"
"653",653,"15",96596177,96596924,748,"*",6,1.00918697959126e-39,2.79442694644475e-05,0.00043626087808487,1.68975422160508e-06,-0.275041333763833,-0.121432476676074,"RP11-236L14.1"
"654",654,"1",39571503,39571727,225,"*",3,4.33226126364161e-25,4.64074391169901e-07,0.00069231253821659,1.70278273267514e-06,-0.152757104761174,-0.123165264834184,"MACF1"
"655",655,"17",19619905,19620595,691,"*",4,9.21157125482662e-27,9.29579419837555e-06,0.00085469989592285,1.70630999275736e-06,-0.411352413359578,-0.146544973367432,"SLC47A2"
"656",656,"11",45230723,45231047,325,"*",4,6.96774968666765e-24,2.22426380920189e-06,0.00145574497539501,1.73266353897164e-06,0.29339557065436,0.111876915903083,"PRDM11"
"657",657,"11",882319,882687,369,"*",4,1.00734132570637e-26,1.24671954060612e-06,0.00058021078468659,1.74774455163465e-06,-0.267462937873664,-0.10136491279337,"CHID1"
"658",658,"9",80851062,80851623,562,"*",4,1.05477274839304e-33,3.92510993831554e-06,0.00022236926892839,1.76659356123446e-06,-0.209242467668035,-0.100302107733438,"CEP78"
"659",659,"7",4768697,4769017,321,"*",3,1.71705815939359e-25,4.78212702674916e-07,0.001128074162836,1.79620606800729e-06,-0.317404585860757,-0.197592503394468,"FOXK1"
"660",660,"5",151784251,151785301,1051,"*",5,1.51156421926074e-85,0.00013730003201447,7.19499937506903e-06,1.79853832607978e-06,-0.192912694276322,-0.110870724441222,"NMUR2"
"661",661,"2",134767366,134767630,265,"*",3,9.59710154742369e-23,4.13542355300399e-07,0.00145146426306787,1.80607593468835e-06,-0.198813589803034,-0.105264607358938,NA
"662",662,"21",43242321,43242467,147,"*",3,2.00074050143741e-23,6.49710861119631e-07,0.00079822249833575,1.82020800677922e-06,0.430633161252341,0.221037103214288,"PRDM15"
"663",663,"12",132637734,132638571,838,"*",5,4.40355170825864e-25,2.36781285048123e-06,0.00094518060852321,1.83692830874519e-06,0.284044821583614,0.123387133400767,NA
"664",664,"22",46760505,46760678,174,"*",3,9.58241332111748e-29,6.19897037136929e-07,0.00034905459083694,1.85688778022258e-06,0.407283729334631,0.198218678477339,"CELSR1"
"665",665,"20",44636831,44637511,681,"*",4,9.63955584531026e-41,1.15356850058831e-05,0.00018158066029017,1.89045262647472e-06,-0.216804520131586,-0.105533616118631,NA
"666",666,"13",114748340,114749079,740,"*",5,6.77256227657996e-77,0.00034653012705015,2.39340540150667e-05,1.89154170858202e-06,-0.203532019895479,-0.115776887730106,"RASA3"
"667",667,"15",76631569,76632813,1245,"*",5,1.6959071185428e-24,1.63221760010746e-06,0.00091307251223579,1.89260354730112e-06,0.44147074322328,0.139323841779907,"ISL2, RP11-685G9.2"
"668",668,"16",85262708,85262920,213,"*",3,8.21922753935568e-25,6.79277329928473e-07,0.0004471382132875,1.94889323233443e-06,0.394995478619437,0.114467331287264,NA
"669",669,"1",28764523,28765031,509,"*",3,4.41204340815911e-44,2.01712349185614e-06,6.88485448995669e-05,1.95750880841049e-06,-0.227183030961214,-0.106061268470826,"PHACTR4"
"670",670,"8",131455249,131455818,570,"*",4,1.30931237339834e-25,2.05520766668312e-06,0.0006963040606726,2.0267575196509e-06,-0.293353743073498,-0.15055006338006,"ASAP1"
"671",671,"7",44613552,44614519,968,"*",6,1.72024352891275e-29,6.52921733664413e-06,0.00073794026763376,2.0860822195147e-06,0.351989057988836,0.10023017166585,"DDX56"
"672",672,"19",47181414,47181892,479,"*",4,3.37235498795583e-27,8.26018623350573e-07,0.00038826088842436,2.08696709842695e-06,0.386662737164494,0.186887836791681,"PRKD2"
"673",673,"16",12618220,12618642,423,"*",3,1.54388372332692e-33,3.32515702908432e-05,0.00018284022921485,2.13554960910432e-06,-0.313112444018058,-0.140117371485471,"SNX29"
"674",674,"17",1532201,1533176,976,"*",6,4.6171313945514e-31,5.82436996923927e-05,0.00161026987564429,2.13654441068307e-06,-0.333654276430813,-0.130506476598451,NA
"675",675,"14",95786621,95786801,181,"*",3,1.10769381010657e-23,4.89885240028159e-07,0.00138144929852459,2.13751597390531e-06,-0.396403676156234,-0.105317645950779,NA
"676",676,"3",166528650,166528804,155,"*",3,7.89160361564891e-50,3.10994912818422e-06,2.20952323039922e-05,2.17380036471137e-06,-0.435687271854955,-0.148063495764971,"CBX1P5"
"677",677,"7",2842593,2842746,154,"*",3,1.79366203839127e-64,0.00021144356477487,9.06386812676432e-06,2.18674269426018e-06,-0.489118497969265,-0.169669236908175,"GNA12"
"678",678,"7",1896739,1897374,636,"*",3,1.21497615343761e-33,4.4716035581585e-06,0.0002804209774092,2.19219053712019e-06,-0.283525214536739,-0.130342246462459,"MAD1L1"
"679",679,"14",101029215,101029898,684,"*",3,3.1566534221469e-29,4.13647765326285e-06,0.00032931460925828,2.19715728362733e-06,-0.222941888197921,-0.101928150941388,"BEGAIN"
"680",680,"12",67197851,67197984,134,"*",3,3.73238653754815e-37,3.5742695629857e-05,0.00012453296823987,2.19835925250753e-06,-0.43351172646606,-0.164383680534806,"GRIP1"
"681",681,"2",4703822,4704518,697,"*",4,3.64960688211082e-36,1.41497358228548e-06,0.00013525756431364,2.21743607951927e-06,-0.323930479082576,-0.136547193765751,NA
"682",682,"8",81599484,81599569,86,"*",3,6.86165311284723e-27,2.77222519981428e-06,0.00039328911292122,2.30026794753573e-06,-0.415523094320122,-0.117000565300287,"ZNF704"
"683",683,"10",128152124,128153186,1063,"*",3,1.81686614393256e-162,0.00010449555082502,6.14897723475216e-07,2.33442784480263e-06,-0.315979328689752,-0.107085457431263,"C10orf90"
"684",684,"11",76998221,76998832,612,"*",4,5.82202363789228e-47,6.39640281683296e-05,0.00017979413939648,2.34273971456664e-06,-0.362101907431744,-0.170935679742248,"GDPD4"
"685",685,"2",201680625,201681185,561,"*",4,2.58056599115974e-27,5.28628691591445e-06,0.00047456033345975,2.37179942317341e-06,-0.3159365620473,-0.116302527374227,"BZW1"
"686",686,"1",10386247,10386389,143,"*",4,8.27238992175811e-41,1.43661310847091e-05,9.73570201137303e-05,2.37916183349657e-06,-0.330849922361272,-0.15446516553753,"KIF1B"
"687",687,"5",1744919,1745840,922,"*",4,1.57256982690692e-42,8.78659440173037e-06,0.00017672643103416,2.39602261484632e-06,-0.261018227594409,-0.1087016728371,NA
"688",688,"2",232477075,232478360,1286,"*",3,1.12023668726309e-98,8.26432651776374e-05,4.79815148128225e-06,2.42491362670614e-06,0.415802540955826,0.192360154853151,NA
"689",689,"1",10690443,10690588,146,"*",3,1.34219434540105e-22,8.79066347528596e-07,0.0009165477365091,2.4402742706904e-06,-0.186963539635049,-0.122508253798712,"PEX14"
"690",690,"9",135996055,135996421,367,"*",3,7.43704473752582e-33,1.38082754338072e-06,0.00023561865990232,2.56242051390604e-06,0.423584543426317,0.207303681772726,"RALGDS"
"691",691,"16",330267,331892,1626,"*",8,2.55641689715327e-39,1.28377998705681e-05,0.00023782411657829,2.57176716372628e-06,-0.285245592612202,-0.102103286940921,"ARHGDIG"
"692",692,"13",43354421,43354767,347,"*",3,3.74825193317511e-34,6.00363967310768e-06,0.00021623689724687,2.5824449132648e-06,-0.395500662344226,-0.102253428413479,NA
"693",693,"14",61123973,61124922,950,"*",5,1.1292799541442e-35,2.10478277846644e-05,0.00035372175984112,2.61973448879583e-06,-0.478816912446373,-0.190123360569141,"SIX1"
"694",694,"18",61089605,61090281,677,"*",10,7.37517473458541e-32,1.23774956808903e-05,0.0018094046168086,2.67968180654724e-06,-0.268975203177861,-0.111400797123912,"VPS4B"
"695",695,"16",358248,358591,344,"*",3,1.67989696127839e-38,1.03132011281263e-05,9.23704931028948e-05,2.69375640643728e-06,-0.176705003138553,-0.126658122415701,"AXIN1"
"696",696,"3",156323952,156324118,167,"*",3,1.91674386400911e-40,6.328460214454e-05,7.62523855885607e-05,2.71315565486158e-06,-0.446290295312204,-0.169268618680075,NA
"697",697,"7",112120730,112121259,530,"*",8,3.006511649796e-65,1.69702645235653e-05,3.00853144573171e-05,2.75814343728032e-06,-0.283231818378195,-0.111389259580814,"IFRD1, LSMEM1"
"698",698,"8",11625764,11626510,747,"*",3,3.87998413281408e-50,2.53580809060142e-05,5.16375742912605e-05,2.77717773373432e-06,-0.293475521535445,-0.143864352861627,NA
"699",699,"8",22005501,22006022,522,"*",5,1.13503282916711e-29,6.71333547487919e-05,0.00075109944054441,2.78174615768663e-06,-0.179689591243933,-0.100912944010998,"LGI3"
"700",700,"7",123388340,123388661,322,"*",4,1.28419463125618e-40,1.45486139829575e-05,0.00024807237935875,2.8944954532957e-06,-0.296226531720848,-0.135401239589888,"WASL"
"701",701,"19",16641544,16641837,294,"*",3,1.94816492061481e-22,1.12461741774707e-06,0.00087079975167316,2.91403713566844e-06,-0.315138923634753,-0.131225403036421,"CTD-3222D19.2, CHERP"
"702",702,"14",21755798,21756231,434,"*",4,4.27149768667909e-22,2.10984935572639e-06,0.00128494590210241,2.91785876830541e-06,-0.31422459077555,-0.150543725225311,"RPGRIP1"
"703",703,"2",236784056,236784196,141,"*",3,2.06033424206539e-62,9.14598614181688e-06,8.95303082480833e-06,2.93272560228505e-06,0.402504748900666,0.122165537108656,"AGAP1"
"704",704,"9",138362321,138362504,184,"*",3,1.25729393210929e-34,9.48457907594691e-06,0.00013170939302491,2.93967560929247e-06,-0.315998037176789,-0.205300650040112,"PPP1R26-AS1"
"705",705,"14",105195816,105196523,708,"*",3,1.47315592942317e-37,2.68807952121422e-05,0.00012148579219851,2.96117978840257e-06,-0.433668184663611,-0.172048872906481,"ADSSL1"
"706",706,"9",139237889,139238495,607,"*",3,8.1119235480891e-42,6.0288458655478e-06,0.00014277942983391,2.97663673333093e-06,-0.298439415674301,-0.127098633784945,"GPSM1"
"707",707,"8",143509263,143509556,294,"*",4,3.21815719896792e-21,8.68870807073153e-07,0.00117950828914294,3.02304898280141e-06,-0.302308235756581,-0.107745448048654,NA
"708",708,"10",72254314,72254335,22,"*",3,8.59038905561226e-23,1.8465426983323e-06,0.00066561616545241,3.02978202582175e-06,-0.232956808774482,-0.140118310211063,"PALD1"
"709",709,"19",49520930,49521926,997,"*",4,8.47319841443214e-24,2.43482433529998e-06,0.00071116181130952,3.09928500624352e-06,-0.182419313177659,-0.109485959310481,"CTB-60B18.10"
"710",710,"13",23310188,23310675,488,"*",6,1.49489130845836e-27,3.77882680977389e-06,0.00247654949289406,3.15170977815465e-06,-0.219645608820751,-0.125045406423748,NA
"711",711,"10",71891928,71893159,1232,"*",13,9.1084489010397e-39,0.00028116535759537,0.00106079738654305,3.19152217538411e-06,-0.356006551094241,-0.109107625851506,"AIFM2"
"712",712,"22",19938916,19939061,146,"*",5,1.6699163793117e-22,3.18200362816481e-06,0.00359504399373859,3.21297905210286e-06,-0.340391180497213,-0.122116791686246,"COMT"
"713",713,"10",13390286,13391535,1250,"*",12,3.37911608896497e-37,6.01309165169674e-05,0.00079010560147931,3.29842876845269e-06,-0.322170402163837,-0.115427719364962,"SEPHS1"
"714",714,"9",71787000,71787778,779,"*",3,2.74929849039323e-28,1.42222182096822e-06,0.00025089061613298,3.3007927865492e-06,0.339201047781761,0.183479572795159,"TJP2"
"715",715,"13",31248034,31248636,603,"*",4,1.48397676665136e-41,3.50116190663193e-05,0.000197857381962,3.32625097000572e-06,-0.655322037922471,-0.198730026504112,NA
"716",716,"15",76135159,76135312,154,"*",3,4.2947279243361e-31,7.77868686609386e-06,0.00027504878068629,3.34854051468401e-06,-0.282714820343089,-0.145820142841208,NA
"717",717,"7",1636188,1636493,306,"*",3,2.06375532891501e-32,2.5115961513911e-05,0.000225759886393,3.49808060175754e-06,-0.289675185089115,-0.121155962536778,NA
"718",718,"16",12057996,12058834,839,"*",4,4.47323083789998e-22,7.12626737928601e-06,0.00048931762045097,3.50524682649244e-06,-0.303947925302579,-0.142401461368464,"RP11-166B2.1"
"719",719,"19",37959744,37960542,799,"*",10,1.27474140494846e-25,8.20208852115879e-06,0.00200881705295777,3.57759009780309e-06,-0.286949510744923,-0.100676194770295,"ZNF570, ZNF569"
"720",720,"11",2571399,2571525,127,"*",3,2.2510874514342e-30,2.81219111392546e-05,0.00024833591362305,3.59663328047537e-06,-0.252366405322402,-0.110222721543714,"KCNQ1"
"721",721,"19",4759746,4760503,758,"*",5,3.31956074983415e-29,6.43158345837286e-06,0.00043473520739992,3.6361670944407e-06,-0.317113795137178,-0.133488915296614,NA
"722",722,"2",179737173,179737233,61,"*",3,4.2000656154449e-23,1.33844211791239e-06,0.00040903913231489,3.67065037567749e-06,0.31346845402722,0.105577126911773,"CCDC141"
"723",723,"1",3401607,3401748,142,"*",3,1.3481394695369e-34,3.7977715118829e-06,0.00015588439549445,3.72453552765565e-06,0.177731580527003,0.136014612106902,NA
"724",724,"10",134488959,134489106,148,"*",3,3.6857808994345e-50,3.86532328227272e-05,2.33043147008193e-05,3.72614906931964e-06,-0.34010154608115,-0.233812839162332,"INPP5A"
"725",725,"17",75371476,75371764,289,"*",3,3.26189175252349e-33,6.18887688975643e-06,0.00021410882697639,3.75470352805664e-06,-0.370075815413391,-0.102053247351641,"SEPT9, RP11-936I5.1"
"726",726,"19",720740,720993,254,"*",3,1.92074718385902e-90,5.91905272298457e-05,2.57153014780069e-06,3.85556855831259e-06,-0.298721469532115,-0.151991934495549,"PALM"
"727",727,"4",3265080,3265763,684,"*",4,8.40911091147479e-43,0.00021922787586978,6.9027770718883e-05,3.85686482568429e-06,0.440272312086337,0.112000204953653,"MSANTD1"
"728",728,"12",129429609,129430047,439,"*",3,2.27851327768634e-135,0.0004523670758355,5.65813779689832e-07,3.91821823257869e-06,-0.432563216525031,-0.115818378658611,"GLT1D1, RP11-753B7.2"
"729",729,"7",134463017,134464129,1113,"*",7,6.14534882745934e-46,0.00035898934408912,0.00038248630338682,3.95180768859474e-06,-0.203428762245186,-0.107686876753199,"CALD1"
"730",730,"15",101503542,101503596,55,"*",3,5.07233925237924e-25,5.83231403612842e-06,0.00046292605482764,3.95802173934418e-06,-0.426256986231404,-0.156689228723412,"LRRK1"
"731",731,"11",16632311,16632724,414,"*",4,1.72007882141863e-23,2.25972715766549e-06,0.00198001150374041,4.06978453753398e-06,0.341981546608524,0.138877561156211,"SOX6"
"732",732,"15",101389272,101389974,703,"*",6,1.00631718432347e-25,1.85106596544603e-05,0.00104253642078704,4.07971892539509e-06,-0.479898492512862,-0.115631083606976,"RP11-66B24.2"
"733",733,"18",77292134,77292947,814,"*",3,2.11060701149621e-22,7.78253787455527e-06,0.00042875312493867,4.09891548048988e-06,-0.19940851086872,-0.106613868992606,NA
"734",734,"1",17531015,17531661,647,"*",3,1.9983056495245e-34,3.4835899977197e-06,0.00019426691907122,4.11768493971857e-06,0.511355603646825,0.163351549086995,"PADI1"
"735",735,"10",1994537,1995230,694,"*",3,1.02556470042804e-29,2.34124088946899e-05,0.0002392779478975,4.12621338268519e-06,-0.17242578495116,-0.114354903111302,NA
"736",736,"10",134513773,134514630,858,"*",4,1.96789721579932e-33,2.54521597568635e-05,0.00033338927695488,4.14576716895665e-06,-0.416903093397743,-0.114226785124675,"INPP5A"
"737",737,"9",129276572,129276999,428,"*",3,1.60773666955599e-34,2.40873002004143e-05,0.00018857671725896,4.15194208736774e-06,-0.296348901026543,-0.129473821766084,NA
"738",738,"12",133195061,133196028,968,"*",5,2.74824817409357e-44,5.46282875160811e-05,0.00027627566592534,4.15273636119157e-06,-0.373278815201981,-0.107263543617032,"P2RX2"
"739",739,"5",1257034,1257676,643,"*",6,3.06259358752635e-32,2.15394350772402e-05,0.00046523726042165,4.17844034779195e-06,-0.179257697003929,-0.107465478090813,"TERT"
"740",740,"13",96742317,96742421,105,"*",3,4.24551607168879e-21,1.04261651197615e-06,0.0020276594320227,4.260431301981e-06,-0.409764020647348,-0.152664889590657,NA
"741",741,"16",69362629,69363236,608,"*",3,3.93463178825313e-34,1.28864957782206e-05,0.00019096806998598,4.29809895407702e-06,-0.308233446097902,-0.106330741504198,"COG8, PDF, RP11-343C2.12"
"742",742,"15",67814180,67814880,701,"*",3,3.13127007759254e-30,8.62914929300862e-06,0.00037216786173338,4.3060840630894e-06,-0.356696213637683,-0.154430034478102,"C15orf61, IQCH-AS1"
"743",743,"6",99796732,99797552,821,"*",4,2.27553774200851e-83,0.00332004515131213,1.99904560314663e-05,4.32815082176193e-06,-0.305311137804033,-0.197777591535935,"FAXC"
"744",744,"6",107222842,107223427,586,"*",3,3.31446216420327e-33,6.42118836990754e-05,0.00027864842418979,4.35557138864567e-06,-0.336779139541235,-0.144567480715641,"RP1-60O19.1"
"745",745,"10",44788627,44789077,451,"*",4,3.28616179243572e-33,3.76203982099828e-05,0.00030178128222076,4.48177484011429e-06,-0.195910394575671,-0.111193359966949,"RP11-20J15.3"
"746",746,"16",66876847,66876938,92,"*",3,2.14786409502433e-26,5.50975106773444e-06,0.00041903716628085,4.48263601758206e-06,0.481885004696412,0.127083400032523,"NAE1, RP11-61A14.1"
"747",747,"16",23197569,23197740,172,"*",3,4.70020692091333e-32,0.00083977511352065,0.0002462574258794,4.52706166059912e-06,-0.266294270369154,-0.147566534556843,"SCNN1G"
"748",748,"6",134273564,134274457,894,"*",6,6.57386255676081e-31,3.32784971595642e-05,0.00091210158455815,4.54170011474284e-06,-0.279277914424538,-0.123747991056194,"TBPL1"
"749",749,"15",43501559,43501957,399,"*",3,5.73187836779553e-36,3.13615455765112e-06,0.0001127002266488,4.54869372270395e-06,-0.404957676925315,-0.128537181247895,"EPB42"
"750",750,"9",125675560,125676085,526,"*",4,4.03788272397512e-37,7.61220008416731e-05,0.00023768917028226,4.56558801768485e-06,-0.276249589579826,-0.125687506664303,"ZBTB6"
"751",751,"7",120496827,120497559,733,"*",3,1.12056658029237e-28,2.18201959444902e-05,0.00035129927699334,4.6162694382933e-06,-0.196819065375192,-0.126055127455497,"TSPAN12"
"752",752,"7",1596050,1596260,211,"*",5,1.30896147837251e-25,1.38568786745745e-05,0.00086853084424237,4.65395849047175e-06,-0.214162401071282,-0.116952686012235,"TMEM184A"
"753",753,"13",21561985,21562729,745,"*",3,9.23438118581861e-26,2.07008192581358e-06,0.00034715085408003,4.65419577840486e-06,-0.267037293683425,-0.171799608410022,"LATS2"
"754",754,"13",22177926,22178445,520,"*",7,2.7452923360597e-30,7.49718419401096e-06,0.00082487575813631,4.66082186422982e-06,-0.269904494692149,-0.139004225163574,"MICU2"
"755",755,"15",26791210,26791668,459,"*",3,1.74407354647516e-41,1.29911855046205e-05,6.86171368301065e-05,4.71657554406278e-06,-0.315077481539321,-0.127927648412892,"GABRB3"
"756",756,"2",238990408,238990731,324,"*",3,3.86498386695905e-24,1.67684208345322e-06,0.00058197239360076,4.75101115534788e-06,0.433184572218992,0.113704308163196,"UBE2F-SCLY, SCLY"
"757",757,"19",55770732,55770892,161,"*",3,1.75323682349412e-31,1.45131295987314e-05,0.00040664685090383,4.77668277774476e-06,-0.150648431553107,-0.103406357092151,NA
"758",758,"22",29729206,29729347,142,"*",4,1.18527874834307e-25,9.37382810274739e-06,0.00072705537524582,4.7966589280635e-06,-0.205248237865541,-0.129174044552351,"AP1B1, SNORD125"
"759",759,"21",45844767,45845495,729,"*",5,1.74385357220501e-52,0.00028462044544683,0.00015597324011933,4.81045516688908e-06,-0.548780776229447,-0.135030922761441,"TRPM2, AP001065.2"
"760",760,"16",51168485,51168816,332,"*",4,4.01765478951411e-34,2.70349652521488e-05,0.00032873703411453,4.87686810701186e-06,-0.306327374449933,-0.121576316955893,NA
"761",761,"7",55410964,55411386,423,"*",3,3.99606827998272e-29,2.26465493798181e-06,0.00027872711796838,4.8863351110761e-06,0.427397370020649,0.117308734278152,"RP11-775L16.1"
"762",762,"7",101398152,101398184,33,"*",3,6.36633922902118e-22,3.86163179572575e-06,0.00067104183128477,5.1988249913205e-06,-0.39928727068485,-0.157745775241338,NA
